"ID","band","word","Pos","field"
10562,5,"speedy","j",""
10563,5,"worrying","j",""
10564,5,"ballad","n","Hum"
10565,5,"fiat","n",""
10566,5,"groove","n","Sci"
10567,5,"knob","n","Sci"
10568,5,"venous","j","Med"
10569,5,"awakening","n","Rel"
10570,5,"headdress","n","Hum"
10571,5,"Iraqi","n","His+Law"
10572,5,"pi","n",""
10573,5,"subversion","n","His+Hum"
10574,5,"ultrasound","n","Med"
10575,5,"decisively","r",""
10576,5,"throughout","r",""
10577,5,"pro","i",""
10578,5,"routine","j","Med"
10579,5,"stored","j","Sci"
10580,5,"suspended","j",""
10581,5,"utmost","j",""
10582,5,"deconstruction","n","Hum"
10583,5,"pearl","n",""
10584,5,"tilt","n","Sci+Med"
10585,5,"warhead","n",""
10586,5,"loudly","r",""
10587,5,"onward","r",""
10588,5,"pool","v",""
10589,5,"raid","v",""
10590,5,"streamline","v",""
10591,5,"deleterious","j",""
10592,5,"diminished","j",""
10593,5,"organizing","j",""
10594,5,"unnatural","j",""
10595,5,"fertilization","n","Sci"
10596,5,"nonfiction","n","Hum"
10597,5,"ascend","v",""
10598,5,"cycle","v","Med"
10599,5,"slaughter","v",""
10600,5,"metallic","j","Sci+Med"
10601,5,"telling","j",""
10602,5,"best-seller","n",""
10603,5,"contraception","n","Rel"
10604,5,"cub","n","Sci"
10605,5,"degeneration","n","Med"
10606,5,"spoon","n","Med"
10607,5,"stall","n",""
10608,5,"reluctantly","r",""
10609,5,"reappear","v",""
10610,5,"relay","v",""
10611,5,"deteriorating","j",""
10612,5,"symmetrical","j",""
10613,5,"venerable","j",""
10614,5,"ascent","n",""
10615,5,"Brazilian","n",""
10616,5,"evaporation","n","Sci"
10617,5,"fresco","n","Hum"
10618,5,"hillside","n",""
10619,5,"Hindu","n",""
10620,5,"chronically","r","Med"
10621,5,"muster","v",""
10622,5,"randomize","v","Med"
10623,5,"correctional","j","Edu+Soc+Med"
10624,5,"departmental","j","Edu"
10625,5,"hourly","j",""
10626,5,"ingenious","j",""
10627,5,"laryngeal","j","Med"
10628,5,"neoclassical","j",""
10629,5,"off","j",""
10630,5,"worthless","j",""
10631,5,"allotment","n","His"
10632,5,"auditing","n","Sci"
10633,5,"boxing","n",""
10634,5,"fascism","n",""
10635,5,"microcosm","n",""
10636,5,"moratorium","n","Law"
10637,5,"notification","n","Law"
10638,5,"reconnaissance","n","His+Sci"
10639,5,"supplementation","n","Med"
10640,5,"syntax","n","Edu+Hum"
10641,5,"waterway","n",""
10642,5,"herein","r",""
10643,5,"structurally","r",""
10644,5,"plow","v",""
10645,5,"devout","j","Rel"
10646,5,"floppy","j","Sci"
10647,5,"illustrative","j",""
10648,5,"Americanization","n","His"
10649,5,"astrophysics","n","Sci"
10650,5,"causation","n",""
10651,5,"fist","n",""
10652,5,"mole","n","Sci+Med"
10653,5,"peat","n","Sci"
10654,5,"savior","n","Rel"
10655,5,"stratification","n",""
10656,5,"thou","p","Hum+Rel"
10657,5,"immensely","r",""
10658,5,"perpetrate","v",""
10659,5,"assisted","j",""
10660,5,"hopeless","j",""
10661,5,"medial","j","Med"
10662,5,"courthouse","n","Law"
10663,5,"crane","n","Sci"
10664,5,"evacuation","n","His+Med"
10665,5,"junior","n","Edu"
10666,5,"mucosa","n","Med"
10667,5,"perforation","n","Med"
10668,5,"sterling","n",""
10669,5,"storyteller","n","His+Hum"
10670,5,"conceivably","r",""
10671,5,"conventionally","r",""
10672,5,"grossly","r",""
10673,5,"mistakenly","r",""
10674,5,"spatially","r",""
10675,5,"baptize","v","Rel"
10676,5,"startle","v",""
10677,5,"consolidated","j",""
10678,5,"inorganic","j","Sci"
10679,5,"personalized","j",""
10680,5,"dip","n","Med"
10681,5,"dissonance","n","Edu+Rel"
10682,5,"invocation","n","Hum"
10683,5,"shorts","n","Med"
10684,5,"whaling","n","His+Sci"
10685,5,"squarely","r",""
10686,5,"delve","v",""
10687,5,"indict","v","Law"
10688,5,"paraphrase","v",""
10689,5,"conclusive","j",""
10690,5,"conversational","j","Hum"
10691,5,"distributed","j",""
10692,5,"heuristic","j",""
10693,5,"idealistic","j",""
10694,5,"mortal","j","Rel"
10695,5,"received","j",""
10696,5,"utter","j",""
10697,5,"vestibular","j","Med"
10698,5,"amusement","n",""
10699,5,"apprenticeship","n","Edu+Hum"
10700,5,"converter","n","Sci"
10701,5,"jeopardy","n",""
10702,5,"pup","n","Rel+Sci"
10703,5,"roadside","n","Soc"
10704,5,"scenery","n",""
10705,5,"spacing","n","Sci"
10706,5,"vanity","n",""
10707,5,"theologically","r","Rel"
10708,5,"incite","v",""
10709,5,"tumble","v",""
10710,5,"cochlear","j","Med"
10711,5,"discernible","j",""
10712,5,"dismal","j",""
10713,5,"modular","j","Sci"
10714,5,"newfound","j",""
10715,5,"outspoken","j",""
10716,5,"adobe","n","Sci"
10717,5,"lure","n",""
10718,5,"relatedness","n",""
10719,5,"self-sufficiency","n",""
10720,5,"spinach","n","Med"
10721,5,"stereotyping","n",""
10722,5,"vow","n","Hum+Rel"
10723,5,"militarily","r","His+Law"
10724,5,"addictive","j",""
10725,5,"elongated","j","Sci"
10726,5,"habitual","j",""
10727,5,"hereditary","j",""
10728,5,"hesitant","j",""
10729,5,"humanistic","j",""
10730,5,"scenic","j",""
10731,5,"sinful","j","Rel"
10732,5,"golfer","n",""
10733,5,"particulars","n",""
10734,5,"pumping","n","Sci"
10735,5,"resolve","n",""
10736,5,"shellfish","n","Sci"
10737,5,"hers","p",""
10738,5,"confidently","r",""
10739,5,"prior","r",""
10740,5,"vaguely","r",""
10741,5,"abstract","v",""
10742,5,"re-evaluate","v",""
10743,5,"biceps","n","Med"
10744,5,"externality","n","Law"
10745,5,"glare","n","Sci"
10746,5,"plank","n",""
10747,5,"softball","n","Soc"
10748,5,"temperance","n","His"
10749,5,"wreck","n",""
10750,5,"flex","v","Med"
10751,5,"predate","v",""
10752,5,"sew","v",""
10753,5,"barren","j",""
10754,5,"eloquent","j",""
10755,5,"reactionary","j",""
10756,5,"sacrificial","j","Hum+Rel"
10757,5,"unaffected","j",""
10758,5,"cannibalism","n",""
10759,5,"contestant","n","Soc"
10760,5,"devotee","n",""
10761,5,"entirety","n",""
10762,5,"exaggeration","n",""
10763,5,"frenzy","n",""
10764,5,"insomnia","n","Med"
10765,5,"mistress","n","Hum"
10766,5,"remembrance","n","Hum+Rel"
10767,5,"self-consciousness","n","Hum+Rel"
10768,5,"clash","v",""
10769,5,"frighten","v",""
10770,5,"punctuate","v",""
10771,5,"spit","v",""
10772,5,"correlational","j","Edu+Soc"
10773,5,"esoteric","j",""
10774,5,"exquisite","j",""
10775,5,"healthful","j","Law+Med"
10776,5,"homemade","j",""
10777,5,"jealous","j","Rel"
10778,5,"almanac","n","His"
10779,5,"bamboo","n",""
10780,5,"caravan","n",""
10781,5,"charcoal","n",""
10782,5,"clam","n","Sci"
10783,5,"close","n",""
10784,5,"deportation","n","His"
10785,5,"lamb","n",""
10786,5,"microscopy","n","Sci+Med"
10787,5,"crumble","v",""
10788,5,"tame","v",""
10789,5,"disposable","j",""
10790,5,"escalating","j",""
10791,5,"fitting","j",""
10792,5,"fledgling","j",""
10793,5,"savage","j",""
10794,5,"buttocks","n","Med"
10795,5,"contender","n",""
10796,5,"crisp","n","Rel"
10797,5,"iceberg","n",""
10798,5,"paleontologist","n","Sci"
10799,5,"allegorical","j","Hum"
10800,5,"apocalyptic","j","Rel"
10801,5,"Labour","j","His+Law"
10802,5,"saline","j","Med"
10803,5,"Tibetan","j","Law+Rel"
10804,5,"assertiveness","n","Edu+Soc"
10805,5,"assortment","n",""
10806,5,"cooling","n","Sci"
10807,5,"denominator","n","Edu"
10808,5,"diffraction","n","Sci"
10809,5,"ecclesiology","n","Rel"
10810,5,"erection","n","Soc+Med"
10811,5,"homo","n",""
10812,5,"mulch","n","Sci"
10813,5,"nurturing","n",""
10814,5,"platelet","n","Med"
10815,5,"skate","v","Soc+Med"
10816,5,"cooked","j","Med"
10817,5,"furious","j",""
10818,5,"immature","j",""
10819,5,"modern-day","j",""
10820,5,"post-traumatic","j",""
10821,5,"unidentified","j",""
10822,5,"appointee","n","His+Law"
10823,5,"civility","n","Edu+Law"
10824,5,"dues","n",""
10825,5,"haze","n","Sci"
10826,5,"passivity","n","Hum+Rel"
10827,5,"alarm","v",""
10828,5,"clip","v",""
10829,5,"obliterate","v",""
10830,5,"repudiate","v",""
10831,5,"oriented","j",""
10832,5,"actuality","n",""
10833,5,"amenities","n",""
10834,5,"broth","n","Med"
10835,5,"handout","n",""
10836,5,"mustard","n","Med"
10837,5,"secretion","n","Med"
10838,5,"etch","v",""
10839,5,"sprout","v",""
10840,5,"best-known","j",""
10841,5,"documented","j",""
10842,5,"seeming","j",""
10843,5,"taxonomic","j","Sci"
10844,5,"uncontrolled","j",""
10845,5,"dearth","n",""
10846,5,"evangelist","n","Rel"
10847,5,"fireworks","n",""
10848,5,"juvenile","n","Sci"
10849,5,"mainframe","n","Sci+Fin"
10850,5,"palette","n","Hum+Sci"
10851,5,"Reverend","n","His+Rel"
10852,5,"sleeping","n","Med"
10853,5,"sweater","n","Med"
10854,5,"traveller","n","His+Soc"
10855,5,"trim","n",""
10856,5,"venom","n","Sci"
10857,5,"amazingly","r",""
10858,5,"box","v",""
10859,5,"overtake","v",""
10860,5,"charming","j",""
10861,5,"interracial","j","His+Edu"
10862,5,"substitute","j","Edu"
10863,5,"allele","n","Sci+Med"
10864,5,"briefing","n",""
10865,5,"commercialization","n",""
10866,5,"consumerism","n","Rel"
10867,5,"entrant","n","Edu+Sci"
10868,5,"goose","n",""
10869,5,"jargon","n",""
10870,5,"maxim","n",""
10871,5,"sip","n","Law"
10872,5,"topple","v",""
10873,5,"conscientious","j","Rel"
10874,5,"lush","j",""
10875,5,"multiple-choice","j","Edu"
10876,5,"sixteenth-century","j","Hum"
10877,5,"threatening","j",""
10878,5,"one-on-one","m","Edu"
10879,5,"accretion","n","Sci"
10880,5,"confederation","n","His+Law"
10881,5,"personification","n","Hum"
10882,5,"vertebrate","n","Sci"
10883,5,"aggregate","v",""
10884,5,"apprehend","v","Hum+Rel"
10885,5,"cleanse","v",""
10886,5,"anomalous","j",""
10887,5,"deep-sky","j","Sci"
10888,5,"seventeenth-century","j","Hum"
10889,5,"shiny","j",""
10890,5,"calculator","n",""
10891,5,"complicity","n",""
10892,5,"showing","n","Law"
10893,5,"toddler","n",""
10894,5,"alternately","r",""
10895,5,"discipline","v",""
10896,5,"intimate","v",""
10897,5,"thread","v","Sci"
10898,5,"autocratic","j","His"
10899,5,"biotech","j","Sci+Fin"
10900,5,"frail","j","Soc"
10901,5,"patterned","j",""
10902,5,"staggering","j",""
10903,5,"amphibian","n","Sci"
10904,5,"culmination","n",""
10905,5,"desperation","n",""
10906,5,"Filipino","n","His"
10907,5,"gymnastics","n","Soc"
10908,5,"modesty","n","Hum"
10909,5,"navigator","n",""
10910,5,"pore","n","Sci+Med"
10911,5,"ethically","r",""
10912,5,"hitherto","r",""
10913,5,"evacuate","v",""
10914,5,"reckon","v",""
10915,5,"scrape","v",""
10916,5,"innumerable","j",""
10917,5,"valued","j",""
10918,5,"fury","n",""
10919,5,"hare","n",""
10920,5,"khan","n","His"
10921,5,"metropolis","n",""
10922,5,"telling","n","His+Hum"
10923,5,"uptake","n","Sci+Med"
10924,5,"bill","v",""
10925,5,"cumbersome","j",""
10926,5,"fallen","j",""
10927,5,"hired","j",""
10928,5,"unthinkable","j",""
10929,5,"apex","n",""
10930,5,"bud","n",""
10931,5,"fingerprint","n","Sci"
10932,5,"foil","n","Med"
10933,5,"matching","n",""
10934,5,"muse","n","Hum"
10935,5,"otitis","n","Med"
10936,5,"spoil","v",""
10937,5,"adversity","n",""
10938,5,"avant-garde","n","Hum"
10939,5,"bombardment","n","His"
10940,5,"coma","n","Sci"
10941,5,"duplication","n",""
10942,5,"mug","n","Rel+Med"
10943,5,"plaster","n",""
10944,5,"porch","n",""
10945,5,"propeller","n","Sci"
10946,5,"push-up","n","Med"
10947,5,"scaling","n",""
10948,5,"secretary-general","n","His+Law"
10949,5,"spam","n","Sci"
10950,5,"steward","n",""
10951,5,"broad-based","j",""
10952,5,"insecure","j",""
10953,5,"Nicaraguan","j","His"
10954,5,"claw","n",""
10955,5,"devaluation","n","His"
10956,5,"doubling","n",""
10957,5,"hesitation","n",""
10958,5,"infinity","n",""
10959,5,"wrinkle","n","Med"
10960,5,"encapsulate","v",""
10961,5,"entice","v",""
10962,5,"unsettle","v",""
10963,5,"adoptive","j","Soc"
10964,5,"ministerial","j",""
10965,5,"phylogenetic","j","Sci"
10966,5,"skillful","j",""
10967,5,"admonition","n","Hum+Rel"
10968,5,"aerobics","n","Soc+Med"
10969,5,"counterinsurgency","n","His"
10970,5,"dig","n","Soc"
10971,5,"iteration","n","Sci"
10972,5,"stimulant","n","Edu+Soc"
10973,5,"tremendously","r",""
10974,5,"dampen","v",""
10975,5,"harmonize","v",""
10976,5,"ardent","j",""
10977,5,"congregational","j","Rel"
10978,5,"convergent","j",""
10979,5,"daring","j",""
10980,5,"Darwinian","j",""
10981,5,"immanent","j","Rel"
10982,5,"inward","j",""
10983,5,"knowing","j","Rel"
10984,5,"advertiser","n",""
10985,5,"escalation","n",""
10986,5,"innovator","n",""
10987,5,"lapse","n",""
10988,5,"laugh","n",""
10989,5,"self-government","n","His+Law"
10990,5,"sunscreen","n","Med"
10991,5,"sway","n",""
10992,5,"infrequently","r",""
10993,5,"remake","v",""
10994,5,"bankrupt","j",""
10995,5,"exempt","j",""
10996,5,"packed","j",""
10997,5,"speaking","j","Edu+Hum"
10998,5,"apparition","n",""
10999,5,"cricket","n",""
11000,5,"depreciation","n",""
11001,5,"diaphragm","n",""
11002,5,"disdain","n",""
11003,5,"invertebrate","n","Sci"
11004,5,"otherness","n","Hum+Rel"
11005,5,"predictability","n",""
11006,5,"tanker","n",""
11007,5,"convincingly","r","Hum"
11008,5,"open","r",""
11009,5,"disintegrate","v",""
11010,5,"altruistic","j",""
11011,5,"illiterate","j",""
11012,5,"impractical","j",""
11013,5,"inverted","j",""
11014,5,"overnight","j",""
11015,5,"riparian","j","Sci"
11016,5,"treated","j","Sci+Med"
11017,5,"adultery","n",""
11018,5,"agitation","n",""
11019,5,"baroque","n","Hum"
11020,5,"bulge","n","Sci"
11021,5,"piping","n","Sci"
11022,5,"protester","n",""
11023,5,"turnaround","n","Fin"
11024,5,"oppress","v",""
11025,5,"size","v",""
11026,5,"ashamed","j",""
11027,5,"culinary","j",""
11028,5,"deserving","j",""
11029,5,"dormant","j",""
11030,5,"exogenous","j",""
11031,5,"fascist","j","His+Hum"
11032,5,"wide-ranging","j",""
11033,5,"forty-five","m",""
11034,5,"exponent","n","Sci"
11035,5,"goodwill","n",""
11036,5,"irregularity","n",""
11037,5,"neon","n","Sci"
11038,5,"parenthesis","n",""
11039,5,"peach","n","Med"
11040,5,"self-evaluation","n","Edu"
11041,5,"strengthening","n",""
11042,5,"Croatian","j","Law"
11043,5,"iconic","j","Hum"
11044,5,"sleek","j",""
11045,5,"trinitarian","j","Rel"
11046,5,"unambiguous","j",""
11047,5,"victorious","j",""
11048,5,"dopamine","n","Rel+Med"
11049,5,"romanticism","n","Hum"
11050,5,"intuitively","r",""
11051,5,"slap","v",""
11052,5,"Mexican-American","j","His+Edu"
11053,5,"reasoned","j",""
11054,5,"slender","j",""
11055,5,"biographer","n",""
11056,5,"constructivism","n","Edu"
11057,5,"cradle","n",""
11058,5,"doorway","n","Hum"
11059,5,"heap","n",""
11060,5,"hop","n","Soc"
11061,5,"lubricant","n","Sci"
11062,5,"noble","n","Soc+Hum"
11063,5,"rebirth","n",""
11064,5,"orally","r","Edu+Med"
11065,5,"cap","v",""
11066,5,"Baltic","j","His+Law"
11067,5,"inescapable","j",""
11068,5,"twenty-three","m",""
11069,5,"alert","n",""
11070,5,"connectedness","n",""
11071,5,"exploit","n","Hum"
11072,5,"homophobia","n","Edu+Soc"
11073,5,"hypocrisy","n",""
11074,5,"importer","n",""
11075,5,"ligament","n","Med"
11076,5,"pronoun","n","Hum"
11077,5,"quarrel","n",""
11078,5,"salinity","n","Sci"
11079,5,"single","n","Rel"
11080,5,"washing","n","Med"
11081,5,"hi","u",""
11082,5,"choke","v",""
11083,5,"curl","v","Med"
11084,5,"hinge","v",""
11085,5,"vomit","v","Med"
11086,5,"covered","j",""
11087,5,"life-threatening","j","Med"
11088,5,"caller","n",""
11089,5,"maze","n",""
11090,5,"motel","n",""
11091,5,"roster","n",""
11092,5,"timetable","n",""
11093,5,"violin","n","Hum"
11094,5,"weaponry","n","His+Law"
11095,5,"purify","v",""
11096,5,"smuggle","v",""
11097,5,"blatant","j",""
11098,5,"clear-cut","j",""
11099,5,"Scandinavian","j","Hum"
11100,5,"seated","j","Hum+Med"
11101,5,"self-evident","j",""
11102,5,"vacant","j",""
11103,5,"aggressor","n",""
11104,5,"heartland","n",""
11105,5,"nonathlete","n","Soc"
11106,5,"pistol","n","His"
11107,5,"spectroscopy","n","Sci"
11108,5,"subsample","n","Edu+Soc"
11109,5,"visitation","n","Rel"
11110,5,"downstream","r",""
11111,5,"despise","v",""
11112,5,"thin","v","Med"
11113,5,"Filipino","j","His"
11114,5,"segregated","j",""
11115,5,"stereotyped","j",""
11116,5,"unmanned","j","Sci"
11117,5,"analyzer","n","Sci"
11118,5,"refinery","n",""
11119,5,"structuring","n",""
11120,5,"peacefully","r",""
11121,5,"dine","v",""
11122,5,"glance","v",""
11123,5,"floating-point","j","Sci"
11124,5,"intelligible","j","Rel"
11125,5,"journalistic","j",""
11126,5,"Lithuanian","j","His+Law"
11127,5,"poignant","j",""
11128,5,"ruthless","j",""
11129,5,"vested","j",""
11130,5,"floodplain","n",""
11131,5,"radicalism","n","His+Law"
11132,5,"saliva","n","Med"
11133,5,"tubing","n","Sci+Med"
11134,5,"wrath","n",""
11135,5,"emphatically","r",""
11136,5,"eject","v","Sci"
11137,5,"hurry","v",""
11138,5,"waive","v","Law"
11139,5,"bipartisan","j","Law"
11140,5,"extraterrestrial","j","Sci"
11141,5,"homophobic","j","Edu"
11142,5,"kinetic","j","Sci+Med"
11143,5,"outrageous","j",""
11144,5,"pelvic","j","Med"
11145,5,"probing","j",""
11146,5,"trusted","j",""
11147,5,"insecticide","n","Sci"
11148,5,"raise","n","Med"
11149,5,"subtlety","n",""
11150,5,"traditionalist","n",""
11151,5,"wrong","n",""
11152,5,"repel","v",""
11153,5,"grounded","j","Med"
11154,5,"honorary","j",""
11155,5,"larval","j","Sci"
11156,5,"barracks","n","His"
11157,5,"outflow","n",""
11158,5,"photosynthesis","n","Sci"
11159,5,"reassurance","n",""
11160,5,"rigidity","n",""
11161,5,"subtype","n","Edu+Med"
11162,5,"tattoo","n",""
11163,5,"inward","r",""
11164,5,"subside","v",""
11165,5,"appellate","j","Law"
11166,5,"holding","j","Fin"
11167,5,"unpaid","j",""
11168,5,"aerosol","n","Sci+Med"
11169,5,"amplification","n","Med"
11170,5,"anguish","n","Hum+Rel"
11171,5,"boulder","n",""
11172,5,"cocoa","n","Med"
11173,5,"connectivity","n","Sci"
11174,5,"endpoint","n","Med"
11175,5,"hardwood","n","Sci"
11176,5,"kick","n","Med"
11177,5,"mama","n",""
11178,5,"manhood","n",""
11179,5,"packing","n","Sci+Med"
11180,5,"queue","n","Sci"
11181,5,"raft","n",""
11182,5,"retina","n","Sci+Med"
11183,5,"rust","n","Sci"
11184,5,"sanctity","n","Rel"
11185,5,"sheikh","n","His"
11186,5,"slowdown","n","Fin"
11187,5,"flock","v",""
11188,5,"spiral","v",""
11189,5,"arterial","j","Med"
11190,5,"disturbed","j",""
11191,5,"express","j","Law"
11192,5,"parasitic","j","Sci"
11193,5,"unanticipated","j",""
11194,5,"unrestricted","j",""
11195,5,"weary","j",""
11196,5,"detriment","n",""
11197,5,"eradication","n",""
11198,5,"motto","n",""
11199,5,"tenor","n","Hum"
11200,5,"wafer","n","Sci"
11201,5,"unilaterally","r","His+Law"
11202,5,"harden","v",""
11203,5,"instill","v",""
11204,5,"resurrect","v",""
11205,5,"side","v",""
11206,5,"stroll","v",""
11207,5,"algal","j","Sci"
11208,5,"alike","j",""
11209,5,"enlarged","j","Med"
11210,5,"flowing","j",""
11211,5,"low-level","j",""
11212,5,"peacekeeping","j","His+Law"
11213,5,"primal","j","Hum+Rel"
11214,5,"radiant","j","Sci"
11215,5,"unprepared","j",""
11216,5,"anemia","n","Med"
11217,5,"gorge","n",""
11218,5,"layoff","n","Fin"
11219,5,"mariner","n",""
11220,5,"transfusion","n","Med"
11221,5,"trappings","n",""
11222,5,"downward","r",""
11223,5,"unanimously","r",""
11224,5,"unwittingly","r",""
11225,5,"air","v",""
11226,5,"circumscribe","v",""
11227,5,"delight","v",""
11228,5,"rejoice","v","Rel"
11229,5,"underwrite","v",""
11230,5,"wheel","v",""
11231,5,"amenable","j",""
11232,5,"archetypal","j","Hum+Rel"
11233,5,"computed","j","Med"
11234,5,"fibrous","j","Med"
11235,5,"tertiary","j","Edu+Med"
11236,5,"blossom","n",""
11237,5,"op","n",""
11238,5,"vacancy","n","Law"
11239,5,"rebel","v",""
11240,5,"floral","j",""
11241,5,"inductive","j","Edu"
11242,5,"intercultural","j","His+Edu"
11243,5,"rude","j",""
11244,5,"aroma","n",""
11245,5,"freight","n",""
11246,5,"payload","n","Sci"
11247,5,"repeat","n","Med"
11248,5,"veggie","n","Med"
11249,5,"cram","v",""
11250,5,"dim","v","Sci"
11251,5,"veto","v","Law"
11252,5,"Arabian","j","His"
11253,5,"coliform","j","Med"
11254,5,"diocesan","j","Rel"
11255,5,"empowering","j",""
11256,5,"insensitive","j",""
11257,5,"instantaneous","j",""
11258,5,"Tamil","j","Soc+Law"
11259,5,"unmistakable","j",""
11260,5,"agony","n",""
11261,5,"assay","n","Sci+Med"
11262,5,"austerity","n","His"
11263,5,"explosives","n",""
11264,5,"housewife","n",""
11265,5,"perfume","n",""
11266,5,"savage","n","His+Hum"
11267,5,"self-assessment","n","Edu"
11268,5,"vista","n","Hum"
11269,5,"anti-semitic","j",""
11270,5,"deceptive","j",""
11271,5,"dissimilar","j",""
11272,5,"laden","j",""
11273,5,"midlife","j","Soc+Rel"
11274,5,"parotid","j","Med"
11275,5,"Philippine","j",""
11276,5,"poorly","j",""
11277,5,"struggling","j",""
11278,5,"bedrock","n",""
11279,5,"chap","n",""
11280,5,"consolation","n","Hum+Rel"
11281,5,"fore","n",""
11282,5,"praxis","n","Hum+Rel"
11283,5,"like","r",""
11284,5,"deconstruct","v",""
11285,5,"fend","v",""
11286,5,"reset","v","Sci"
11287,5,"charged","j","Sci"
11288,5,"clandestine","j","His+Law"
11289,5,"fluent","j",""
11290,5,"retarded","j","Edu"
11291,5,"rotary","j","Sci"
11292,5,"Venetian","j","Hum"
11293,5,"admirer","n",""
11294,5,"badge","n",""
11295,5,"caucus","n","Law"
11296,5,"deformity","n","Med"
11297,5,"doom","n",""
11298,5,"intruder","n",""
11299,5,"luminosity","n","Sci"
11300,5,"rebound","n","Med+Fin"
11301,5,"watcher","n",""
11302,5,"hug","v",""
11303,5,"network","v",""
11304,5,"rebound","v","Fin"
11305,5,"roar","v",""
11306,5,"tread","v",""
11307,5,"confirmatory","j","Edu+Soc"
11308,5,"downstream","j",""
11309,5,"phenomenal","j",""
11310,5,"Venezuelan","j","His+Law"
11311,5,"covariance","n","Edu+Soc"
11312,5,"gal","n",""
11313,5,"martyrdom","n","Rel"
11314,5,"monologue","n","Hum"
11315,5,"necrosis","n","Med"
11316,5,"outskirts","n",""
11317,5,"phi","n",""
11318,5,"faithfully","r",""
11319,5,"unquestionably","r",""
11320,5,"enigmatic","j","Hum"
11321,5,"fabulous","j",""
11322,5,"labeled","j",""
11323,5,"convection","n","Sci"
11324,5,"craving","n","Med"
11325,5,"euthanasia","n","Law+Rel+Med"
11326,5,"IPod","n","Sci"
11327,5,"kernel","n","Sci"
11328,5,"oasis","n",""
11329,5,"picnic","n",""
11330,5,"serpent","n","Hum+Rel"
11331,5,"think","n",""
11332,5,"throw","n","Soc"
11333,5,"titanium","n","Sci+Med"
11334,5,"fiercely","r",""
11335,5,"legitimately","r",""
11336,5,"intrude","v",""
11337,5,"terrify","v",""
11338,5,"weep","v","Rel"
11339,5,"antagonistic","j",""
11340,5,"eclectic","j",""
11341,5,"fiery","j",""
11342,5,"seamless","j",""
11343,5,"sensual","j","Hum"
11344,5,"uninsured","j","Soc+Med"
11345,5,"abscess","n","Med"
11346,5,"champagne","n",""
11347,5,"rhyme","n","Hum"
11348,5,"sheriff","n",""
11349,5,"surveyor","n",""
11350,5,"urchin","n","Sci"
11351,5,"backwards","r",""
11352,5,"doubtless","r",""
11353,5,"ameliorate","v",""
11354,5,"denominational","j","Rel"
11355,5,"grammatical","j","Hum"
11356,5,"HIV-positive","j","Soc+Med"
11357,5,"prolific","j",""
11358,5,"puzzling","j",""
11359,5,"sociodemographic","j","Soc+Med"
11360,5,"stubborn","j",""
11361,5,"undeniable","j",""
11362,5,"handler","n","Med"
11363,5,"lance","n","Law"
11364,5,"sorcery","n","Soc"
11365,5,"hereafter","r",""
11366,5,"hack","v",""
11367,5,"commensurate","j",""
11368,5,"inspiring","j",""
11369,5,"morphological","j",""
11370,5,"Newtonian","j","Sci"
11371,5,"antidote","n",""
11372,5,"backer","n",""
11373,5,"beggar","n","Soc+Hum"
11374,5,"communicator","n",""
11375,5,"droplet","n","Sci"
11376,5,"dynamism","n",""
11377,5,"generality","n",""
11378,5,"graffiti","n","Soc+Hum"
11379,5,"preponderance","n",""
11380,5,"rug","n",""
11381,5,"souvenir","n","Hum"
11382,5,"sustenance","n",""
11383,5,"bathe","v",""
11384,5,"flank","v","Hum"
11385,5,"basal","j","Edu+Med"
11386,5,"detached","j",""
11387,5,"forgotten","j",""
11388,5,"grazing","j","Sci"
11389,5,"illusory","j","Hum"
11390,5,"interagency","j",""
11391,5,"shaped","j",""
11392,5,"shrinking","j",""
11393,5,"untouched","j",""
11394,5,"up","j",""
11395,5,"aspen","n","Sci"
11396,5,"disengagement","n",""
11397,5,"graft","n","Med"
11398,5,"haul","n",""
11399,5,"lattice","n","Sci"
11400,5,"seawater","n","Sci"
11401,5,"vertigo","n","Med"
11402,5,"weevil","n","Sci"
11403,5,"rationally","r",""
11404,5,"frequent","v",""
11405,5,"legalize","v",""
11406,5,"liberalize","v","His+Law"
11407,5,"delighted","j",""
11408,5,"indefinite","j",""
11409,5,"irresistible","j",""
11410,5,"mammalian","j","Sci"
11411,5,"pandemic","j","His+Med"
11412,5,"pre-war","j","His"
11413,5,"rebellious","j",""
11414,5,"cardboard","n","Sci"
11415,5,"commemoration","n",""
11416,5,"dislike","n",""
11417,5,"impasse","n",""
11418,5,"responder","n","Med"
11419,5,"spectrometer","n","Sci"
11420,5,"surf","n",""
11421,5,"tribune","n","His+Law"
11422,5,"abate","v","Law"
11423,5,"decree","v",""
11424,5,"reassert","v",""
11425,5,"rout","v",""
11426,5,"stray","v",""
11427,5,"subordinate","v",""
11428,5,"triumph","v",""
11429,5,"adopted","j",""
11430,5,"boiling","j","Sci+Med"
11431,5,"bulky","j","Sci+Med"
11432,5,"first-person","j","Hum"
11433,5,"Franciscan","j","Hum+Rel"
11434,5,"head","j",""
11435,5,"hurt","j",""
11436,5,"performative","j","Hum"
11437,5,"prompt","j",""
11438,5,"said","j",""
11439,5,"triangular","j",""
11440,5,"one-fifth","m",""
11441,5,"acronym","n",""
11442,5,"dial","n",""
11443,5,"herbicide","n","Sci"
11444,5,"micron","n","Sci"
11445,5,"protectionism","n","His+Law"
11446,5,"recruiter","n",""
11447,5,"rectangle","n",""
11448,5,"repeal","n","His+Law"
