headword,pos,CEFR
guide,verb,2
guidebook,noun,1
guideline,noun,3
guilt,noun,2
guilty,adjective,2
guitar,noun,0
guitarist,noun,2
gulp,noun,3
gum,noun,3
gun,noun,1
gunshot,noun,3
guts,noun,3
guy,noun,0
gym,noun,2
gymnastic,adjective,3
gymnastics,noun,2
habit,noun,0
habitant,noun,3
habitat,noun,2
had,have-verb,0
hail,verb,3
hair,noun,0
haircut,noun,0
hairdresser,noun,2
hairdryer,noun,2
hairy,adjective,3
half,adverb,2
half,determiner,1
half,noun,0
half,pronoun,1
half-price,adjective,1
half-price,adverb,1
hall,noun,0
ham,noun,1
hamburger,noun,0
hammer,noun,2
hammer,verb,3
hand,noun,0
hand,verb,1
hand-held,adjective,2
handbag,noun,1
handball,noun,2
handicap,noun,3
handicapped,adjective,1
handicraft,noun,3
handkerchief,noun,2
handle,noun,1
handle,verb,2
handout,noun,3
handrail,noun,3
handshake,noun,2
handsome,adjective,0
handwriting,noun,2
handy,adjective,2
hang,noun,3
hang,verb,2
hanging,adjective,2
happen,verb,0
happily,adverb,1
happiness,noun,1
happy,adjective,0
harbor,noun,2
harbour,noun,2
hard,adjective,0
hard,adverb,0
hard drive,noun,3
hard-working,adjective,2
hardly,adverb,1
hardship,noun,2
hardware,noun,3
harm,noun,3
harm,verb,1
harmful,adjective,1
harmless,adjective,3
harmony,noun,1
harness,noun,2
harrow,noun,3
harvest,noun,1
has,have-verb,0
haste,noun,3
hastily,adverb,3
hasty,adjective,2
hat,noun,0
hatch,noun,2
hatching,noun,3
hate,noun,2
hate,verb,1
hatred,noun,2
haunt,noun,2
haunt,verb,3
haunting,adjective,3
have,have-verb,0
have to,modal auxiliary,0
haven,noun,2
having,have-verb,0
hay,noun,3
hazard,noun,2
hazardous,adjective,3
he,pronoun,0
head,noun,0
head,verb,1
headache,noun,0
headline,noun,2
headphone,noun,1
headquarters,noun,3
headteacher,noun,1
heal,verb,2
healing,adjective,2
health,noun,0
health care,noun,3
healthy,adjective,0
heap,noun,3
heap,verb,3
hear,verb,0
hearing,noun,2
heart,noun,0
heart attack,noun,2
heart-warming,adjective,3
heartbreaking,adjective,3
hearted,adjective,2
heartwarming,adjective,3
hearty,adjective,2
heat,noun,1
heat,verb,2
heater,noun,2
heating,noun,1
heaven,noun,2
heavenly,adjective,2
heavily,adverb,1
heavy,adjective,0
hedge,noun,3
heel,noun,2
height,noun,2
helicopter,noun,3
hell,noun,3
hello,noun,0
helmet,noun,2
help,noun,1
help,verb,0
helper,noun,3
helpful,adjective,1
helpless,adjective,2
hemp,noun,3
her,determiner,0
her,pronoun,0
herb,noun,3
herd,noun,2
here,adverb,0
heritage,noun,3
hero,noun,1
hers,pronoun,0
herself,pronoun,1
hesitate,verb,2
hesitation,noun,3
hey,interjection,1
hi,interjection,0
hi-tech,adjective,3
hidden,adjective,2
hide,verb,0
high,adjective,0
high,adverb,1
high school,noun,1
high-tech,adjective,3
highlight,noun,3
highlight,verb,2
highly,adverb,2
highway,noun,1
hijack,noun,3
hijack,verb,3
hike,noun,1
hiking,noun,1
hilarious,adjective,3
hill,noun,0
him,pronoun,0
himself,pronoun,1
hint,noun,3
hip,noun,2
hip hop,noun,1
hip-hop,noun,1
hire,verb,2
his,determiner,0
his,pronoun,0
historian,noun,2
historic,adjective,2
historical,adjective,2
history,noun,0
hit,noun,2
hit,verb,1
HIV,noun,2
hobby,noun,0
hockey,noun,1
hold,noun,0
hold,verb,1
holder,noun,3
hole,noun,0
holiday,noun,0
hollow,adjective,3
holocaust,noun,3
holy,adjective,2
home,adverb,1
home,noun,0
homeless,adjective,2
hometown,noun,0
homeward,adjective,3
homework,noun,0
hone,noun,3
honest,adjective,2
honestly,adverb,2
honesty,noun,2
honey,noun,1
honeymoon,noun,2
honor,noun,1
honor,verb,3
honorable,adjective,3
honour,noun,1
honour,verb,3
honourable,adjective,3
hood,noun,3
hook,noun,3
hook,verb,3
hop,noun,2
hope,noun,0
hope,verb,2
hopeful,adjective,2
hopefully,adverb,2
hopeless,adjective,2
horizon,noun,2
horn,noun,2
horrible,adjective,2
horrify,verb,2
horror,noun,1
horse,noun,0
hospice,noun,3
hospitable,adjective,3
hospital,noun,0
hospitalise,verb,3
hospitality,noun,3
hospitalize,verb,3
host,noun,1
hostel,noun,2
hot,adjective,0
hotel,noun,0
hour,noun,0
hourly,adjective,3
house,noun,0
household,noun,2
housekeeper,noun,3
housemaster,noun,3
housewife,noun,3
housework,noun,2
hover,verb,3
how,adverb,0
however,adverb,1
hug,noun,3
hug,verb,1
huge,adjective,2
hugely,adverb,3
human,adjective,1
human,noun,2
human rights,noun,3
humane,adjective,3
humanise,verb,3
humanist,noun,3
humanity,noun,2
humanize,verb,3
humble,adjective,3
humbug,noun,3
humid,adjective,2
humiliate,verb,3
humiliating,adjective,3
humiliation,noun,3
humor,noun,2
humorous,adjective,2
humour,noun,2
hundred,number,1
hunger,noun,2
hungry,adjective,0
hunt,noun,2
hunt,verb,2
hunter,noun,1
hunting,noun,3
hurriedly,adverb,2
hurry,noun,0
hurry,verb,1
hurt,adjective,2
hurt,verb,0
husband,noun,0
hush,verb,3
hut,noun,2
hybrid,adjective,3
hygiene,noun,3
hyperbole,noun,3
hyphen,noun,3
I,pronoun,0
ice,noun,0
ice cream,noun,0
ice hockey,noun,2
ice skating,noun,2
iceman,noun,3
icon,noun,3
icy,adjective,3
ID,noun,1
ID card,noun,1
idea,noun,0
ideal,adjective,0
ideally,adverb,3
identical,adjective,3
identification,noun,3
identify,verb,3
identity,noun,2
identity card,noun,2
ideology,noun,3
idiom,noun,2
idiot,noun,3
idle,adjective,3
idol,noun,2
idolise,verb,3
idolize,verb,3
if,conjunction,0
ignorance,noun,3
ignorant,adjective,3
ignore,verb,2
ill,adjective,1
illegal,adjective,1
illegally,adverb,2
illness,noun,2
illuminate,verb,2
illustrate,verb,3
illustration,noun,3
image,noun,1
imagery,noun,3
imaginary,adjective,2
imagination,noun,1
imagine,verb,0
imitate,verb,2
imitation,noun,3
immediate,adjective,2
immediately,adverb,2
immerse,verb,3
immigrant,noun,3
immigrate,verb,2
immigration,noun,2
immoral,adjective,3
immortal,adjective,3
immortality,noun,3
impact,noun,1
impair,verb,2
impartial,adjective,3
impatient,adjective,1
impatiently,adverb,3
imperative,noun,3
impermanent,adjective,3
implement,noun,3
implement,verb,3
implication,noun,3
imply,verb,3
impolite,adjective,3
impolitely,adverb,3
import,verb,3
importance,noun,1
important,adjective,0
importantly,adverb,1
impose,verb,3
impossibility,noun,3
impossible,adjective,1
impractical,adjective,3
impress,verb,1
impressed,adjective,3
impression,noun,2
impressionism,noun,3
impressionist,noun,3
impressive,adjective,2
imprison,verb,3
imprisonment,noun,3
improbable,adjective,3
improper,adjective,2
improperly,adverb,3
improve,verb,1
improved,adjective,3
improvement,noun,2
impulse,noun,3
impulsive,adjective,3
in,adverb,1
in,preposition,0
inaccurate,adjective,3
inadequate,adjective,3
inanimate,adjective,3
inborn,adjective,3
incense,noun,3
incentive,noun,3
inch,noun,1
inch,verb,3
incident,noun,2
include,verb,1
including,preposition,2
income,noun,2
inconvenient,adjective,2
incorrect,adjective,2
increase,noun,2
increase,verb,1
increasingly,adverb,2
incredible,adjective,2
incredibly,adverb,2
incur,verb,3
incurable,adjective,3
indebted,adjective,3
indeed,adverb,1
indefinite article,noun,2
indent,verb,3
independence,noun,1
independent,adjective,2
independently,adverb,3
indescribable,adjective,3
index,noun,3
indicate,verb,1
indifferent,adjective,3
indignity,noun,3
indirect,adjective,2
indirectly,adverb,2
indispensable,adjective,3
individual,adjective,2
individual,noun,3
indoor,adjective,1
indoors,adverb,2
indulge,verb,3
indulgent,adjective,3
industrial,adjective,2
industrialise,verb,3
industrialize,verb,3
industry,noun,2
ineffective,adjective,3
inert,adjective,3
inevitable,adjective,2
inexpensive,adjective,1
inexperienced,adjective,3
infant,noun,3
infect,verb,3
infected,adjective,3
infection,noun,2
infectious,adjective,3
infer,verb,3
inference,noun,3
infinitive,noun,2
inflammation,noun,3
inflammatory,adjective,3
inflate,verb,3
inflation,noun,3
influence,noun,1
influence,verb,3
influential,adjective,3
influenza,noun,3
inform,verb,2
informal,adjective,3
information,noun,0
informative,adjective,2
infringe,verb,3
infringement,noun,3
ingredient,noun,2
inhabit,verb,3
inhabitant,noun,2
inhale,verb,2
inherit,verb,3
initial,adjective,3
initial,noun,2
initially,adverb,2
initiative,noun,3
inject,verb,2
injection,noun,3
injure,verb,1
injured,adjective,3
injury,noun,2
ink,noun,2
innate,adjective,3
inner,adjective,1
innermost,adjective,2
innocent,adjective,2
innocently,adverb,3
innovation,noun,3
innovative,adjective,3
innovator,noun,2
input,noun,3
inquire,verb,3
inquiry,noun,2
insane,adjective,2
inscribe,verb,2
inscription,noun,2
insect,noun,1
inseparable,adjective,3
inside,adjective,3
inside,adverb,1
inside,noun,3
inside,preposition,0
insight,noun,2
insist,verb,2
inspect,verb,3
inspection,noun,2
inspector,noun,3
inspiration,noun,1
inspirational,adjective,3
inspire,verb,2
instal,verb,2
install,verb,2
instance,noun,2
instant,adjective,1
instantly,adverb,3
instead,adverb,1
instead of,preposition,2
instil,verb,3
instill,verb,3
instinct,noun,3
institute,noun,2
institution,noun,3
instruct,verb,3
instruction,noun,2
instructor,noun,2
instrument,noun,1
insufficient,adjective,3
insult,noun,3
insult,verb,3
insurance,noun,2
integrate,verb,3
intellectual,adjective,3
intellectual,noun,3
intelligence,noun,1
intelligent,adjective,1
intend,verb,2
intense,adjective,2
intensive,adjective,2
intent,adjective,3
intention,noun,2
intentionally,adverb,2
interact,verb,2
interaction,noun,2
interactive,adjective,3
interest,noun,1
interest,verb,2
interested,adjective,0
interesting,adjective,0
interfere,verb,3
interior,noun,3
intermediate,adjective,2
intermission,noun,2
internal,adjective,2
international,adjective,1
internationally,adverb,2
Internet,noun,0
internet,noun,0
interpersonal,adjective,3
interpret,verb,3
interpretation,noun,3
interpreter,noun,3
interrupt,verb,2
interruption,noun,3
intersection,noun,3
interval,noun,2
interview,noun,0
interview,verb,2
interviewee,noun,2
interviewer,noun,0
intimate,adjective,3
into,preposition,0
intransitive,adjective,3
intravenous,adjective,3
introduce,verb,0
introduction,noun,2
intrude,verb,3
intruder,noun,3
intrusion,noun,3
invade,verb,1
invariable,adjective,3
invariably,adverb,3
invasion,noun,2
invent,verb,1
invention,noun,1
inventor,noun,3
inverted commas,noun,3
invest,verb,2
investigate,verb,3
investigation,noun,2
investigator,noun,3
investment,noun,3
investor,noun,3
invisible,adjective,3
invitation,noun,2
invite,verb,1
invitingly,adverb,3
invoke,verb,3
involuntarily,adverb,2
involve,verb,2
involved,adjective,2
involvement,noun,3
iron,noun,2
iron,verb,2
ironically,adverb,3
ironing,noun,2
irrational,adjective,3
irregular,adjective,2
irresistible,adjective,3
irresistibly,adverb,3
irresponsible,adjective,3
irritate,verb,2
irritated,adjective,3
irritating,adjective,3
irritation,noun,3
is,be-verb,0
island,noun,0
islander,noun,3
isle,noun,2
isolation,noun,2
issue,noun,1
issue,verb,3
IT,noun,1
it,pronoun,0
italicise,verb,3
italicize,verb,3
itch,verb,3
item,noun,0
its,determiner,0
its,pronoun,0
itself,pronoun,1
ivory,noun,2
jacket,noun,0
jade,noun,2
jail,noun,2
jam,noun,1
jam,verb,3
January,noun,0
jar,noun,2
jaw,noun,3
jazz,noun,2
jealous,adjective,2
jealously,adverb,3
jeans,noun,0
jelly,noun,1
jeopardise,verb,3
jeopardize,verb,3
jet,noun,0
jewel,noun,2
jeweler,noun,3
jeweller,noun,3
jewellery,noun,0
jewelry,noun,0
job,noun,0
jog,noun,3
jog,verb,2
jogging,noun,2
join,verb,0
joint,adjective,2
joint,noun,3
joke,noun,1
joke,verb,2
journal,noun,2
journalism,noun,3
journalist,noun,2
journey,noun,1
joy,noun,1
judge,noun,2
judge,verb,0
judgement,noun,2
judgment,noun,2
judo,noun,3
jug,noun,2
juice,noun,0
juicy,adjective,2
July,noun,0
jump,noun,3
jump,verb,0
jumper,noun,2
June,noun,0
jungle,noun,2
junior,adjective,1
junk,noun,1
junk food,noun,3
juror,noun,3
jury,noun,3
just,adverb,0
justice,noun,2
justify,verb,3
kangaroo,noun,3
karaoke,noun,3
keen,adjective,3
keep,verb,0
keeper,noun,3
kerosene,noun,3
kettle,noun,2
key,adjective,0
key,noun,0
keyboard,noun,2
keystroke,noun,3
kick,noun,0
kick,verb,0
kid,noun,0
kid,verb,2
kill,verb,0
killer,noun,1
killing,noun,2
kilo,noun,1
kilogram,noun,1
kilogramme,noun,1
kilometer,noun,1
kilometre,noun,1
kind,adjective,1
kind,noun,0
kindly,adjective,1
kindly,adverb,2
kindness,noun,2
king,noun,0
kingdom,noun,1
kiss,noun,0
kiss,verb,2
kit,noun,1
kitchen,noun,0
kite,noun,0
kitten,noun,2
knee,noun,0
kneel,verb,3
knife,noun,0
knit,verb,2
knock,noun,1
knock,verb,2
knot,noun,3
know,verb,0
knowingly,adverb,3
knowledge,noun,1
known,adjective,3
lab,noun,2
label,noun,3
labor,noun,1
laboratory,noun,2
laborer,noun,3
labour,noun,1
labourer,noun,3
lack,noun,1
lack,verb,3
ladder,noun,2
lady,noun,0
lake,noun,1
lamb,noun,2
lame,adjective,3
lamp,noun,1
lance,noun,3
land,noun,2
land,verb,1
landing,noun,3
landlady,noun,3
landlord,noun,2
landscape,noun,1
landslide,noun,3
lane,noun,1
language,noun,0
lap,noun,3
laptop,noun,3
large,adjective,0
largely,adverb,2
lark,noun,3
laser,noun,3
last,adverb,2
last,determiner,1
last,pronoun,1
last,verb,2
last minute,noun,3
last name,noun,0
last-minute,adjective,3
lasting,adjective,2
lastly,adverb,3
late,adjective,0
late,adverb,0
latecomer,noun,2
lately,adverb,2
later,adjective,3
later,adverb,0
latest,adjective,1
latter,adjective,3
latter,adverb,1
latter,pronoun,1
laugh,noun,2
laugh,verb,0
laughter,noun,2
launch,verb,2
laundry,noun,3
lava,noun,3
law,noun,1
lawful,adjective,2
lawmaker,noun,3
lawn,noun,3
lawsuit,noun,3
lawyer,noun,1
lay,verb,2
layabout,noun,3
layer,noun,2
laziness,noun,1
lazy,adjective,0
lead,adjective,2
lead,noun,1
lead,verb,2
leader,noun,0
leadership,noun,2
leading,adjective,2
leaf,noun,0
leaflet,noun,3
league,noun,2
leak,noun,3
leak,verb,3
lean,adjective,2
lean,verb,3
leap,noun,3
leap,verb,2
learn,verb,0
learner,noun,1
learning,noun,3
lease,noun,3
leash,noun,3
least,adverb,2
least,determiner,1
least,pronoun,3
leather,noun,1
leave,noun,2
leave,verb,0
lecture,noun,2
lecturer,noun,3
leek,noun,3
left,adjective,0
left,adverb,1
left,noun,1
left-hand,adjective,1
leg,noun,0
legal,adjective,2
legally,adverb,2
legend,noun,3
legendary,adjective,3
legislate,verb,3
legislation,noun,3
legislative,adjective,3
legislator,noun,3
legislature,noun,3
legitimate,adjective,3
leisure,noun,1
leisurely,adverb,3
lemon,noun,1
lemonade,noun,1
lend,verb,1
length,noun,2
lengthen,verb,3
lengthy,adjective,3
leopard,noun,3
less,adverb,1
less,determiner,1
less,pronoun,1
lessen,verb,2
lesson,noun,0
lest,conjunction,3
let,verb,0
letter,noun,0
lettuce,noun,2
level,adjective,2
level,noun,1
level,verb,3
liar,noun,2
liberal,adjective,3
liberate,verb,2
liberation,noun,2
liberty,noun,1
librarian,noun,2
library,noun,0
licence,verb,1
license,verb,1
lick,verb,3
lid,noun,3
lie,noun,2
lie,verb,1
life,noun,0
lifeguard,noun,2
lifeless,adjective,3
lifelong,adjective,2
lifestyle,noun,1
lifetime,noun,3
lift,noun,2
lift,verb,2
light,adjective,0
light,noun,0
light,verb,2
lighten,verb,3
lighter,noun,2
lighting,noun,3
lightly,adverb,2
lightning,noun,2
like,conjunction,2
like,preposition,0
like,verb,0
likely,adjective,1
likeness,noun,2
likewise,adverb,3
lily,noun,0
limb,noun,3
limit,noun,2
limit,verb,2
limitation,noun,2
limited,adjective,2
limp,verb,2
line,noun,0
line,verb,3
linen,noun,3
liner,noun,3
ling,noun,3
linger,verb,3
link,noun,2
link,verb,2
lion,noun,0
lip,noun,1
liquid,adjective,2
liquid,noun,2
list,noun,0
list,verb,3
listen,verb,0
listener,noun,3
liter,noun,1
literal,adjective,3
literally,adverb,3
literary,adjective,2
literature,noun,2
litre,noun,1
litter,noun,3
little,adjective,0
little,adverb,0
little,determiner,2
little,pronoun,2
live,adjective,2
live,verb,0
lively,adjective,1
liver,noun,2
living,adjective,0
living,noun,3
living room,noun,0
load,noun,1
load,verb,3
loaf,noun,2
loan,noun,3
lobby,noun,3
local,adjective,1
locate,verb,2
location,noun,2
lock,noun,1
lock,verb,2
lodge,noun,2
log,noun,2
logic,noun,2
logical,adjective,1
logo,noun,2
loneliness,noun,3
lonely,adjective,0
long,adjective,0
long,adverb,1
long-distance,adjective,3
long-term,adjective,3
look,noun,0
look,verb,0
loose,adjective,1
loosely,adverb,3
lorry,noun,2
lose,verb,1
loss,noun,2
lost,adjective,1
lot,adverb,0
lot,noun,1
lot,pronoun,0
lottery,noun,2
loud,adjective,2
loud,adverb,2
loudly,adverb,1
loudspeaker,noun,2
lousy,adjective,3
love,noun,0
love,verb,0
lovely,adjective,0
lover,noun,1
lovingly,adverb,2
low,adjective,1
low,adverb,1
lower,verb,3
lowland,noun,3
loyal,adjective,2
loyalty,noun,2
luck,noun,0
luckily,adverb,1
lucky,adjective,0
lucrative,adjective,3
luggage,noun,2
lunch,noun,0
lunchtime,noun,1
lung,noun,2
lush,adjective,3
luxurious,adjective,3
luxury,adjective,3
luxury,noun,2
lyric,adjective,1
lyrics,noun,3
machine,noun,0
mad,adjective,1
madam,noun,3
madame,noun,3
madness,noun,3
maestro,noun,3
magazine,noun,0
magic,adjective,1
magic,noun,1
magical,adjective,2
magician,noun,2
magnificent,adjective,2
magnify,verb,3
mail,noun,0
mail,verb,2
mailbox,noun,2
main,adjective,2
main course,noun,1
mainly,adverb,1
maintain,verb,2
maintenance,noun,2
major,adjective,1
major,noun,3
majority,noun,2
make,noun,3
make,verb,0
make-up,noun,1
maker,noun,1
malady,noun,3
malaria,noun,3
male,adjective,2
male,noun,1
mall,noun,1
mama,noun,3
mamma,noun,3
man,noun,0
manage,verb,1
management,noun,2
manager,noun,1
mango,noun,3
manipulate,verb,3
mankind,noun,2
manner,noun,1
mansion,noun,3
manual,adjective,3
manual,noun,3
manufacture,noun,3
manufacture,verb,3
manufacturer,noun,3
manufacturing,noun,3
many,determiner,0
many,pronoun,0
map,noun,0
maple,noun,2
marathon,noun,3
marble,noun,2
March,noun,0
march,noun,2
march,verb,2
margin,noun,3
marine,adjective,2
mark,noun,1
mark,verb,1
marked,adjective,2
market,noun,1
market,verb,2
marketing,noun,3
marriage,noun,2
married,adjective,1
marry,verb,1
martial art,noun,3
marvellous,adjective,1
marvelous,adjective,1
mash,verb,2
mask,noun,3
mass,adjective,2
mass,noun,3
massacre,noun,3
massage,noun,3
masseur,noun,3
massive,adjective,2
master,noun,3
masterpiece,noun,3
mastery,noun,3
match,noun,0
match,verb,2
mate,noun,3
material,noun,1
math,noun,0
mathematical,adjective,3
mathematician,noun,2
mathematics,noun,2
maths,noun,0
matter,noun,0
matter,verb,1
mature,adjective,3
mausoleum,noun,3
max,noun,1
maximum,adjective,2
maximum,noun,2
may,modal auxiliary,0
May,noun,0
maybe,adverb,0
mayor,noun,2
me,pronoun,0
meal,noun,0
mean,adjective,1
mean,noun,3
mean,verb,0
meaning,noun,1
meaningful,adjective,2
means,noun,3
meanwhile,adverb,2
measure,noun,2
measure,verb,2
measurement,noun,2
meat,noun,0
mechanic,noun,2
mechanical,adjective,2
mechanise,verb,3
mechanize,verb,3
medal,noun,1
media,noun,3
mediaeval,adjective,3
medical,adjective,1
medication,noun,3
medicine,noun,0
medieval,adjective,3
mediocre,adjective,3
meditate,verb,2
meditation,noun,2
Mediterranean,noun,2
medium,adjective,2
medium,noun,2
meet,verb,0
meeting,noun,0
melody,noun,3
melon,noun,1
melt,verb,2
member,noun,1
membership,noun,2
memorable,adjective,2
memorial,noun,3
memorise,verb,2
memorize,verb,2
memory,noun,0
mend,verb,2
mental,adjective,2
mentally,adverb,2
mention,noun,1
mention,verb,2
mentor,noun,3
menu,noun,1
merchandise,noun,3
merchant,noun,2
mercy,noun,3
mere,adjective,2
merely,adverb,2
merge,verb,3
merger,noun,3
merry,adjective,0
mess,noun,2
mess,verb,3
message,noun,0
message board,noun,2
messenger,noun,3
messy,adjective,2
metal,noun,1
metaphor,noun,3
meter,noun,1
method,noun,1
metre,noun,1
metric,adjective,3
micro,noun,3
microbe,noun,3
microcomputer,noun,3
micrometer,noun,3
micrometre,noun,3
microorganism,noun,3
microphone,noun,3
microscope,noun,3
microscopic,adjective,3
microscopy,noun,3
microwave,noun,3
midday,noun,1
middle,adjective,0
middle,noun,1
middle-aged,adjective,2
midnight,noun,1
midst,noun,3
might,modal auxiliary,1
mighty,adjective,3
migration,noun,3
mild,adjective,2
mile,noun,2
military,adjective,1
milk,noun,0
mill,noun,3
millimeter,noun,3
millimetre,noun,3
million,number,1
millionaire,noun,3
mimic,noun,3
mind,noun,0
mind,verb,1
mine,noun,3
mine,pronoun,0
mineral,noun,2
mineral water,noun,1
miniature,adjective,3
minimise,verb,2
minimize,verb,2
minimum,adjective,2
minimum,noun,2
minister,noun,3
minor,adjective,2
minority,noun,2
mint,noun,3
minus,preposition,2
minute,noun,0
miracle,noun,2
mirror,noun,1
mischief,noun,2
misconception,noun,3
miserable,adjective,2
misery,noun,2
misfortune,noun,3
mislead,verb,2
misleading,adjective,3
Miss,noun,0
miss,verb,0
missile,noun,3
missing,adjective,1
mission,noun,2
mist,noun,3
mistake,noun,1
mistreat,verb,3
mistrustful,adjective,3
misty,adjective,2
misunderstand,verb,3
misunderstanding,noun,2
mix,noun,3
mix,verb,1
mixing bowl,noun,2
mixture,noun,3
mobile,adjective,1
mobile,noun,0
mobile phone,noun,0
mobility,noun,3
mock,adjective,3
modal,noun,2
modal verb,noun,2
model,adjective,2
model,noun,1
model,verb,2
modem,noun,2
moderate,adjective,2
modern,adjective,1
modernisation,noun,3
modernise,verb,3
modernization,noun,3
modernize,verb,3
modest,adjective,3
modification,noun,3
modify,verb,2
mogul,noun,3
moisture,noun,2
mold,noun,3
molecule,noun,2
mom,noun,0
moment,noun,0
momentarily,adverb,3
momentary,adjective,3
mommie,noun,0
mommy,noun,0
monastery,noun,3
Monday,noun,0
money,noun,0
monitor,noun,2
monitor,verb,2
monk,noun,2
monkey,noun,0
monster,noun,2
month,noun,0
monthly,adjective,2
monthly,adverb,2
monument,noun,2
mood,noun,1
moody,adjective,3
moon,noun,0
moonlight,noun,3
moonscape,noun,3
moral,adjective,3
moral,noun,2
morality,noun,3
morally,adverb,3
more,adverb,2
more,determiner,0
more,pronoun,0
moreover,adverb,2
morning,noun,0
mortal,adjective,3
mortar,noun,3
mortgage,noun,3
mortify,verb,3
mosque,noun,1
mosquito,noun,2
moss,noun,2
most,adverb,1
most,determiner,0
most,pronoun,1
mostly,adverb,1
mother,noun,0
mother-in-law,noun,3
motherland,noun,2
motion,noun,3
motionless,adjective,2
motivate,verb,2
motivated,adjective,3
motivation,noun,2
motive,noun,2
motor,noun,2
motorbike,noun,3
motorcycle,noun,2
motorist,noun,3
motorway,noun,1
motto,noun,2
mould,noun,3
mount,noun,2
mount,verb,3
mountain,noun,0
mountaintop,noun,2
mourn,verb,2
mournful,adjective,3
mouse,noun,0
moustache,noun,3
mouth,noun,0
move,noun,0
move,verb,1
movement,noun,2
mover,noun,3
movie,noun,0
moving,adjective,3
MP3 player,noun,1
Mr,noun,0
Mr.,noun,0
Mrs,noun,0
Mrs.,noun,0
Ms,noun,1
Ms.,noun,1
much,adverb,0
much,determiner,0
much,pronoun,0
mud,noun,2
muddy,adjective,3
mug,noun,1
mule,noun,2
multiple,adjective,3
multiply,verb,3
mum,noun,0
mumble,noun,3
mumble,verb,3
murder,noun,1
murder,verb,2
murderer,noun,2
murmur,noun,3
muscle,noun,2
muse,verb,3
museum,noun,1
mushroom,noun,1
music,noun,0
musical,adjective,1
musical,noun,3
musician,noun,0
must,modal auxiliary,0
mustache,noun,3
mustard,noun,2
mutability,noun,3
mutable,adjective,3
mutter,noun,3
mutter,verb,3
mutton,noun,3
mutual,adjective,2
my,determiner,0
myself,pronoun,1
mysterious,adjective,1
mystery,noun,1
mystify,verb,3
myth,noun,2
nail,noun,2
naked,adjective,2
name,noun,0
name,verb,2
nano,noun,3
nap,noun,2
napkin,noun,1
narcissistic,adjective,3
narrate,verb,2
narrative,adjective,2
narrator,noun,3
narrow,adjective,2
narrowly,adverb,3
nasty,adjective,2
nation,noun,1
national,adjective,1
nationalist,noun,2
nationality,noun,0
nationwide,adjective,3
nationwide,adverb,3
native,adjective,1
native speaker,noun,3
natural,adjective,1
naturally,adverb,2
nature,noun,1
naughty,adjective,3
naval,adjective,3
navigate,verb,3
navigation,noun,3
navy,noun,3
navy blue,adjective,2
near,adjective,2
near,adverb,2
near,preposition,0
nearby,adjective,2
nearby,adverb,2
nearly,adverb,1
neat,adjective,3
necessarily,adverb,3
necessary,adjective,1
necessity,noun,3
neck,noun,0
necklace,noun,2
nectar,noun,2
need,modal auxiliary,0
need,noun,3
need,verb,1
needle,noun,2
needless,adjective,3
needy,adjective,3
negative,adjective,1
negatively,adverb,3
neglect,noun,3
negotiate,verb,2
negotiation,noun,2
neighbor,noun,0
neighborhood,noun,2
neighboring,adjective,3
neighbour,noun,0
neighbourhood,noun,2
neighbouring,adjective,3
neither,adverb,3
neither,conjunction,3
neither,determiner,3
neither,pronoun,3
nephew,noun,2
nerve,noun,3
nerves,noun,3
nervous,adjective,1
nervously,adverb,3
nervousness,noun,2
ness,noun,2
net,adjective,1
net,noun,2
net surfer,noun,3
netsurfer,noun,3
network,noun,2
neurosis,noun,3
neutral,adjective,2
never,adverb,0
nevertheless,adverb,2
new,adjective,0
newborn,adjective,2
newcomer,noun,2
newly,adverb,2
news,noun,0
newscaster,noun,3
newspaper,noun,0
newsworthy,adjective,3
next,adverb,1
next,determiner,1
next,pronoun,3
next door,adverb,2
next to,preposition,1
next-door,adjective,2
nice,adjective,0
nicely,adverb,3
nickname,noun,2
niece,noun,2
night,noun,0
nightclub,noun,3
nightlife,noun,2
nightmare,noun,3
nine,number,0
nineteen,number,0
ninety,number,0
no,adverb,0
no,determiner,0
no one,pronoun,1
nobility,noun,3
noble,adjective,3
nobleman,noun,3
nobody,pronoun,1
nod,noun,2
nod,verb,3
noise,noun,0
noisily,adverb,2
noisy,adjective,1
nomad,noun,3
nomination,noun,3
nominee,noun,3
non-smoking,adjective,3
none,pronoun,2
nonetheless,adverb,2
nonprofessional,adjective,3
nonsense,noun,2
noon,noun,1
nor,conjunction,2
normal,adjective,1
normally,adverb,2
north,adjective,1
north,adverb,1
north,noun,1
northeast,adjective,2
northeast,noun,2
northeastern,adjective,2
northern,adjective,2
northward,adverb,3
northwards,adverb,3
northwest,adjective,2
northwest,noun,2
northwestern,adjective,2
nose,noun,0
nostril,noun,3
not,adverb,0
note,noun,0
note,verb,0
notebook,noun,0
nothing,pronoun,0
notice,noun,1
notice,verb,2
noticeable,adjective,2
noticeboard,noun,2
notion,noun,2
notorious,adjective,2
nought,noun,3
noun,noun,1
nourish,verb,3
nourishment,noun,3
novel,noun,1
novelist,noun,2
novelty,noun,3
November,noun,0
now,adverb,0
now,conjunction,3
nowadays,adverb,1
nowhere,adverb,2
nuclear,adjective,2
nucleus,noun,2
nuisance,noun,3
number,noun,0
numerical,adjective,3
numerous,adjective,2
nurse,noun,0
nurse,verb,2
nursery,noun,3
nut,noun,3
nutrient,noun,2
nutrition,noun,2
